handle,fieldType,name,visible,plainDescription,categorySlugs,primaryCategorySlug,media,mediaAltText,ribbon,brand,price,strikethroughPrice,baseUnit,baseUnitMeasurement,totalUnits,totalUnitsMeasurement,cost,inventory,preOrderEnabled,preOrderMessage,preOrderLimit,sku,barcode,weight,productOptionName1,productOptionType1,productOptionChoices1,productOptionName2,productOptionType2,productOptionChoices2,productOptionName3,productOptionType3,productOptionChoices3,productOptionName4,productOptionType4,productOptionChoices4,productOptionName5,productOptionType5,productOptionChoices5,productOptionName6,productOptionType6,productOptionChoices6,modifierName1,modifierType1,modifierCharLimit1,modifierMandatory1,modifierDescription1,modifierName2,modifierType2,modifierCharLimit2,modifierMandatory2,modifierDescription2,modifierName3,modifierType3,modifierCharLimit3,modifierMandatory3,modifierDescription3,modifierName4,modifierType4,modifierCharLimit4,modifierMandatory4,modifierDescription4,modifierName5,modifierType5,modifierCharLimit5,modifierMandatory5,modifierDescription5,modifierName6,modifierType6,modifierCharLimit6,modifierMandatory6,modifierDescription6,modifierName7,modifierType7,modifierCharLimit7,modifierMandatory7,modifierDescription7,modifierName8,modifierType8,modifierCharLimit8,modifierMandatory8,modifierDescription8,modifierName9,modifierType9,modifierCharLimit9,modifierMandatory9,modifierDescription9,modifierName10,modifierType10,modifierCharLimit10,modifierMandatory10,modifierDescription10
ds-128746,MEDIA,,,,,,6673aa_f22e7cf5a20e4b52b0cb1fe7c302fbd1~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-133684,PRODUCT,Rado Centrix M Open Heart,true,"<p>Edelstahlgehäuse und Band PVD rosé mit Keramik Zwischenteilen Plasma, automatisches Uhrwerk mit 80h Gangreserve, Zifferblatt Perlmutt / Open Heart mit 12 Diamanten im Brillantschliff Top Wesselton vs-si 0.051ct und 86 Diamanten im Brillantschliff Top Wesselton vs-si 0.094ct, Saphirglas, Edelstahlverschluss, Durchmesser: 35mm, 5bar Wasserdicht, fünf Jahre GarantieReferenz: R30029952Verfügbar in der Bijouterie am Bogen in Bremgarten AG</p>",uhren;rado;damenuhren,uhren,,,,Rado,3500,,,,,,1960,1,false,,,133684,R30029952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-133684,MEDIA,,,,,,6673aa_e9a5a438247e439697c89277a6b2bebd~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-130234,PRODUCT,Thomas Sabo Charm Club Lebensbaum,true,"<p>gearbeitet in 925 Sterlingsilber vergoldet, Perlmutt, Lebensbaum, Karabinerverschluss, zwei Jahre GarantieReferenz: 2057-427-39Verfügbar in der Bijouterie am Bogen in Bremgarten AG</p>",schmuck;beads-charms;thomas-sabo,schmuck,,,,Thomas Sabo,79,,,,,,31.25,1,false,,,130234,2057-427-39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-130234,MEDIA,,,,,,6673aa_f6cd1c088fdb4ca798730fef31eafcb4~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-125087,PRODUCT,Tissot Seastar 1000,true,"<p>Gehäuse und Band aus Edelstahl, inkl. Kautschuk weiss, Quarzwerk, Saphirglas, Zifferblatt weiss, Durchmesser 36mm, Wasserdicht bis 30bar, zwei Jahre GarantieReferenz: T120.210.11.011.00Verfügbar in der Bijouterie am Bogen in Bremgarten AG</p>",uhren;damenuhren;tissot,uhren,,,,Tissot,425,,,,,,236.75,1,false,,,125087,T120.210.11.011.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-125087,MEDIA,,,,,,6673aa_263c1ce41aba46ea829611bf58cefa44~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-125087,MEDIA,,,,,,6673aa_a249ddc5e20f4b32aac0f0a1c3e1f05c~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-125087,MEDIA,,,,,,6673aa_925dad8c7e1a4e8b884421e2ee3d5a2a~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-125072,PRODUCT,Tissot Seastar 1000,true,"<p>Edelstahlgehäuse und -band, automatisches Uhrwerk Powermatic 80, grünes Zifferblatt mit Datumsanzeige, Keramiklünette, Saphirglas, 30bar Wasserdicht, zwei Jahre Garantie</p><p>Referenz: T120.407.11.091.01</p><p>Verfügbar in der Bijouterie am Bogen in Bremgarten AG</p>",uhren;herrenuhren;tissot,uhren,,,,Tissot,775,,,,,,415.05,1,false,,,125072,T120.407.11.091.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-125072,MEDIA,,,,,,6673aa_391ebabcd79c44c1a5edccd3ec2ebf72~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-125072,MEDIA,,,,,,6673aa_eacf1a2137a94d9582306570ba1b2764~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-124700,PRODUCT,Tissot Seastar 1000,true,"<p>Edelstahlgehäuse und -band, automatisches Uhrwerk, Powermatic 80, graues Zifferblatt mit Datumsanzeige, 30bar Wasserdicht, zwei Jahre GarantieReferenz: T120.407.11.081.01Verfügbar in der Bijouterie am Bogen in Bremgarten AG</p>",uhren;herrenuhren;tissot,uhren,,,,Tissot,775,,,,,,415.05,1,false,,,124700,T120.407.11.081.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-124700,MEDIA,,,,,,6673aa_6475cd334d7b4a0bb337b83bb757455f~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-124700,MEDIA,,,,,,6673aa_0574dd5ee16d4f56b9efa8259bd278bd~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-124700,MEDIA,,,,,,6673aa_318c9aadfa3348dfb2edbfcc3b947454~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-124366,PRODUCT,Tissot Seastar 1000,true,"<p>Gehäuse und Band aus Edelstahl, Oberfläche: matt / poliert, Quartzwerk, Chronograph, Zifferblatt grün/schwarz mit Datumsanzeige, Saphirglas, Durchmesser 45.5mm Wasserdicht bis 30bar, zwei Jahre GarantieReferenz: T120.417.11.091.01Verfügbar in der Bijouterie am Bogen in Bremgarten AG</p>",uhren;herrenuhren;tissot,uhren,,,,Tissot,575,,,,,,319.15,1,false,,,124366,T120.417.11.091.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-124366,MEDIA,,,,,,6673aa_e8d3807ba5314a61823dcedffa4c444d~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-124366,MEDIA,,,,,,6673aa_729abf9b496e4e7391b1eba751ac8598~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-124366,MEDIA,,,,,,6673aa_32505ad1a4284701b5495c748e12e029~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-129910,PRODUCT,Tissot Pocket Schwesternuhr,false,"<p>Gehäuse aus Edelstahl poliert, Quarzwerk mit EOL, Zifferblatt beige, Durchmesser 30mm, Wasserdicht bis 3bar, zwei Jahre GarantieReferenz: T81.7.221.12Verfügbar in der Bijouterie am Bogen in Bremgarten AG</p>",uhren;damenuhren;tissot,,,,,Tissot,195,,,,,,108.25,1,false,,,129910,T81.7.221.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-129910,MEDIA,,,,,,6673aa_ca205413d1804490a1547a010c3ad9f2~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-129195,PRODUCT,Thomas Sabo Charm Club Bracelet,true,"<p>gearbeitet in 925 Sterlingsilber, Oberfläche: poliert, mit weissem Charmista Coin mit Kaltemail, Länge: 19cm, Karabinerverschluss, 2 Jahre GarantieReferenz: X2088-007-21-L19Verfügbar in der Bijouterie am Bogen in Bremgarten AG</p>",schmuck;bracelets;thomas-sabo,schmuck,,,,Thomas Sabo,45,,,,,,17.8,2,false,,,129195,X2088-007-21-L19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-129195,MEDIA,,,,,,6673aa_471133614e0a42878b129a1b47c68849~mv2.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-125341,PRODUCT,Tissot T-My Lady,true,"<p>Gehäuse und Band aus Edelstahl, Quarzwerk EOL, Zifferblatt: Anthrazit mit Index, Saphirglas, Durchmesser 29mm Wasserdicht bis 10bar, zusätzliches Lederband braun, 2 Jahre GarantieReferenz: T132.010.11.061.00Verfügbar in der Bijouterie am Bogen in Bremgarten AG</p>",uhren;damenuhren;tissot,uhren,,,,Tissot,425,,,,,,236.75,1,false,,,125341,T132.010.11.061.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-125341,MEDIA,,,,,,6673aa_8fdbaabf3739498f983069253fff7c4a~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-125341,MEDIA,,,,,,6673aa_2c948abb67f848b9836781ab08ad15cb~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-125341,MEDIA,,,,,,6673aa_bb4c6db4b42642e5ad6dbca99f5312f2~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-132259,PRODUCT,Tissot PRX,true,"<p>Gehäuse und Band aus Titan matt, automatisches Werk Powermatic 80, Saphirglas, Zifferlbatt blau mit Index und Datumsanzeige, Durchmesser 38mm, Wasserdicht bis 10bar, 2 Jahre GarantieReferenz: T137.807.44.041.00Verfügbar in der Bijouterie am Bogen in Bremgarten AG</p>",uhren;herrenuhren;tissot,uhren,,,,Tissot,795,,,,,,441.25,1,false,,,132259,T137.807.44.041.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-132259,MEDIA,,,,,,6673aa_a7b6016f15aa406fb213609cd889cd95~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-129121,PRODUCT,Thomas Sabo Charm Club Bracelet,true,"<p>gearbeitet in 925 Sterlingsilber vergoldet, mit weissen Süsswasser Zuchtperlen, Länge: 19cm verstellbar, Karabinerverschluss, 2 Jahre GarantieReferenz: A2129-430-14-L19VVerfügbar in der Bijouterie am Bogen in Bremgarten AG</p>",schmuck;bracelets;thomas-sabo,schmuck,,,,Thomas Sabo,115,,,,,,47.9,1,false,,,129121,A2129-430-14-L19V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-129121,MEDIA,,,,,,6673aa_506e3ae29e004a0c8a59a4f92b78b626~mv2.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-132254,PRODUCT,Tissot PRX,true,"<p>Gehäuse und Band aus Titan matt, automatisches Werk Powermatic 80, Saphirglas, Zifferlbatt grau/rosé mit Datum, Durchmesser 38mm, Wasserdicht bis 10bar, 2 Jahre GarantieReferenz: T137.807.44.061.00Verfügbar in der Bijouterie Am Bogen in Bremgarten AG und in der Bijouterie Droz in Zofingen AG</p>",uhren;herrenuhren;tissot,uhren,,,,Tissot,795,,,,,,441.25,2,false,,,132254,T137.807.44.061.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-132254,MEDIA,,,,,,6673aa_b68ff99f322c4779aed4fc87194b1167~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-129120,PRODUCT,Thomas Sabo Charm Club Sonne,true,"<p>gearbeitet in 925 Sterlingsilber vergoldet, Oberfläche: poliert, Karabinerverschluss, 2 Jahre GarantieReferenz: 2024-413-39Verfügbar in der Bijouterie am Bogen in Bremgarten AG</p>",schmuck;beads-charms;thomas-sabo,schmuck,,,,Thomas Sabo,47,,,,,,18.1,1,false,,,129120,2024-413-39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-129120,MEDIA,,,,,,6673aa_c82b54b6e59a4ea88fc2f0c89e10f9ed~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-129119,PRODUCT,Thomas Sabo Charm Club Perlanhänger,true,"<p>gearbeitet in 925 Sterlingsilber vergoldet, Oberfläche: poliert, mit einer Süsswasser Zuchtperle, Karabinerverschluss, 2 Jahre GarantieReferenz: 1996-430-14Verfügbar in der Bijouterie am Bogen in Bremgarten AG</p>",schmuck;beads-charms;thomas-sabo,schmuck,,,,Thomas Sabo,55,,,,,,21.15,1,false,,,129119,1996-430-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-129119,MEDIA,,,,,,6673aa_3f78443a748f4caf884a585d7b41df95~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-130539,PRODUCT,Tissot PRX,true,"<p>Gehäuse und Band aus Edelstahl PVD rosé, Quarzwerk, EOL, Saphirglas, Zifferblatt Perlmutt mit Index, Durchmesser 25mm, Wasserdicht bis 10bar, zwei Jahre GarantieReferenz: T137.010.21.111.00Verfügbar in der Bijouterie am Bogen in Bremgarten AG</p>",uhren;damenuhren;tissot,,,,,Tissot,325,,,,,,180.4,1,false,,,130539,T137.010.21.111.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-130539,MEDIA,,,,,,6673aa_1144d8fa9c144cf696c7f73044473610~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-130539,MEDIA,,,,,,6673aa_226d60c137b544e8968419f6b19d3c5e~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-130539,MEDIA,,,,,,6673aa_0c92d8e0a99942abb83d9b2363da8778~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-130415,PRODUCT,Tissot PRX,true,"<p>Gehäuse und Band aus Edelstahl, Quarzwerk, Saphirglas, Zifferblatt Perlmutt mit Index, Durchmesser 25mm, Wasserdicht bis 10bar, zwei Jahre GarantieReferenz: T137.010.11.111.00Verfügbar in der Bijouterie am Bogen in Bremgarten AG</p>",uhren;damenuhren;tissot,uhren,,,,Tissot,315,,,,,,174.85,1,false,,,130415,T137.010.11.111.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-130415,MEDIA,,,,,,6673aa_1c40d38c3e4e4ce880a22416ae317dab~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-130415,MEDIA,,,,,,6673aa_ef4f251d07e141398bb5d3343ae13756~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-130415,MEDIA,,,,,,6673aa_a29a27f6aacc47c9a8b44af248fe399e~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-130415,MEDIA,,,,,,6673aa_b16d7e71b5d848c4a6ea19d99e6c52e4~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-130390,PRODUCT,Tissot PRX,true,"<p>Gehäuse und Band aus Edelstahl, Oberfläche: matt, Quartzwerk, Saphirglas, Zifferblatt schwarz mit 36 Brillanten Top Wesselton vs/si 0.039ct, Durchmesser 25mm, Wasserdicht bis 10bar, zwei Jahre GarantieReferenz: T137.010.11.056.00Verfügbar in der Bijouterie am Bogen in Bremgarten AG</p>",uhren;damenuhren;tissot,,,,,Tissot,385,,,,,,213.7,1,false,,,130390,T137.010.11.056.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-130390,MEDIA,,,,,,6673aa_48efa9e1dae045cabfe89b1d13615c0d~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-128325,PRODUCT,Tissot PRX digital,true,"<p>Gehäuse und Band aus Edelstahl PVD gelb, Quarzwerk digital, Saphirglas, Zifferblatt gelb, Durchmesser 35mm, 2.Zeitzone, LAP-Funktion, Split-Funktion, Timer, Alarm und Licht, Wasserdicht bis 10bar, zwei Jahre Garantie</p><p>Referenz: T137.263.33.020.00</p><p>Verfügbar in der Bijouterie am Bogen in Bremgarten AG</p>",uhren;damenuhren;tissot,uhren,,,,Tissot,395,,,,,,220.05,1,false,,,128325,T137.263.33.020.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-128325,MEDIA,,,,,,6673aa_7c1738aa331e44aeaa3214f7b35ef05f~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-128325,MEDIA,,,,,,6673aa_182b5ed7b8c94ffe94db1ec38a0c48a4~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-127649,PRODUCT,Tissot PRX,true,"<p>Edelstahlgehäuse und -band, türkises Zifferblatt, Quarzwerk mit Datumsanzeige, Saphirglas, Durchmesser: 40mm, 10bar Wasserdicht, zwei Jahre GarantieReferenz: T137.410.11.091.01Verfügbar in der Bijouterie am Bogen in Bremgarten AG</p>",uhren;herrenuhren;tissot,uhren,,,,Tissot,365,,,,,,203.35,1,false,,,127649,T137.410.11.091.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-127649,MEDIA,,,,,,6673aa_b118ec218d6546529c6ad12fe6839d6d~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-127649,MEDIA,,,,,,6673aa_22581b40836e45dc9a97e914bc525f3a~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-127649,MEDIA,,,,,,6673aa_2c3a9f14cc7f4893a0112abfd7db2965~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-127649,MEDIA,,,,,,6673aa_edc6606b95c047c1b2c1eee060859887~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-127488,PRODUCT,Tissot PRX,true,"<p>Gehäuse und Band aus Edelstahl, automatisches Werk, Saphirglas, Zifferblatt hellblau mit Index und Datum, Durchmesser 40mm, Wasserdicht bis 10bar, 2 Jahre Garantie</p><p>Referenz: T137.407.11.351.00</p><p>Verfügbar in der Bijouterie am Bogen in Bremgarten AG</p>",uhren;herrenuhren;tissot,,,,,Tissot,685,,,,,,380.2,1,false,,,127488,T137.407.11.351.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-127488,MEDIA,,,,,,6673aa_b94205b84c224f598d6321302a1caec6~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-126746,PRODUCT,Tissot PRX,true,"<p>Gehäuse und Band aus Edelstahl, automatisches Valjoux Werk mit bis zu 60 Stunden Gangreserve, Saphirglas, Chronograph, Zifferblatt weiss, Durchmesser: 42cm, Wasserdicht bis 10bar, zwei Jahre GarantieReferenz: T137.427.11.011.00Verfügbar in der Bijouterie am Bogen in Bremgarten AG</p>",uhren;herrenuhren;tissot,uhren,,,,Tissot,1795,,,,,,944.3,1,false,,,126746,T137.427.11.011.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-126746,MEDIA,,,,,,6673aa_05eaafb0f79043cfae5338cf820676a9~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-126746,MEDIA,,,,,,6673aa_fc284e42fb3443548661a5dc75394b3f~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-126746,MEDIA,,,,,,6673aa_f02645e9cedd41dbba7637ac56620023~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-126746,MEDIA,,,,,,6673aa_eb7abc3cc8fc4a5fb9b8c243351ecc52~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-126746,MEDIA,,,,,,6673aa_af8965cadc8345dcbacad4dbb358d479~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-126746,MEDIA,,,,,,6673aa_b0b1325b3cf644f4aee8feb2f33db8bc~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-126464,PRODUCT,Tissot PRX,true,"<p>Edelstahlgehäuse und -band, Lünette aus 750 Rotgold, rosa Zifferblatt mit 44 Diamanten im 8/8 0.0704ct Top Wesselton vs, Datumsanzeige, Saphirglas, Automatisches Uhrwerk, Durchmesser: 35mm, 10bar Wasserdicht, zwei Jahre GarantieReferenz: T931.207.41.336.00Verfügbar in der Bijouterie am Bogen in Bremgarten AG</p>",uhren;damenuhren;tissot;sale,uhren,,,,Tissot,1397,1995,,,,,1000,1,false,,,126464,T931.207.41.336.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-126464,MEDIA,,,,,,6673aa_83079cfd40864307ae29f20ec0f6b8cd~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-126464,MEDIA,,,,,,6673aa_c96f2831dd824bd7bdd602abdcf9eabb~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-126464,MEDIA,,,,,,6673aa_1c4f58f0f5c64529836ab171a783fddf~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
