handle,fieldType,name,visible,plainDescription,categorySlugs,primaryCategorySlug,media,mediaAltText,ribbon,brand,price,strikethroughPrice,baseUnit,baseUnitMeasurement,totalUnits,totalUnitsMeasurement,cost,inventory,preOrderEnabled,preOrderMessage,preOrderLimit,sku,barcode,weight,productOptionName1,productOptionType1,productOptionChoices1,productOptionName2,productOptionType2,productOptionChoices2,productOptionName3,productOptionType3,productOptionChoices3,productOptionName4,productOptionType4,productOptionChoices4,productOptionName5,productOptionType5,productOptionChoices5,productOptionName6,productOptionType6,productOptionChoices6,modifierName1,modifierType1,modifierCharLimit1,modifierMandatory1,modifierDescription1,modifierName2,modifierType2,modifierCharLimit2,modifierMandatory2,modifierDescription2,modifierName3,modifierType3,modifierCharLimit3,modifierMandatory3,modifierDescription3,modifierName4,modifierType4,modifierCharLimit4,modifierMandatory4,modifierDescription4,modifierName5,modifierType5,modifierCharLimit5,modifierMandatory5,modifierDescription5,modifierName6,modifierType6,modifierCharLimit6,modifierMandatory6,modifierDescription6,modifierName7,modifierType7,modifierCharLimit7,modifierMandatory7,modifierDescription7,modifierName8,modifierType8,modifierCharLimit8,modifierMandatory8,modifierDescription8,modifierName9,modifierType9,modifierCharLimit9,modifierMandatory9,modifierDescription9,modifierName10,modifierType10,modifierCharLimit10,modifierMandatory10,modifierDescription10
ds-132142,PRODUCT,Thomas Sabo Jewellery Collier,false,"<p>gearbeitet in 925 Silber, Schlangenkette, Länge: 40 bis 45cm, Oberfläche: poliert, Karabinerverschluss, zwei Jahre GarantieReferenz: KE2275-001-21-L45VVerfügbar in der Bijouterie am Bogen in Bremgarten AG</p>",schmuck;colliers;thomas-sabo,schmuck,,,,Thomas Sabo,149,,,,,,62.1,1,false,,,132142,KE2275-001-21-L45V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-132140,PRODUCT,Thomas Sabo Jewellery Collier,false,"<p>gearbeitet in 925 Silber, Ankerkette, Länge: 40 bis 45cm, Anhänger mit einem weissen Zirkonia, Herz, Karabinerverschluss, zwei Jahre GarantieReferenz: KE2211-051-14-L45VVerfügbar in der Bijouterie am Bogen in Bremgarten AG</p>",schmuck;colliers;thomas-sabo,schmuck,,,,Thomas Sabo,79,,,,,,32.9,1,false,,,132140,KE2211-051-14-L45V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-132139,PRODUCT,Thomas Sabo Jewellery Collier,false,"<p>gearbeitet in 925 Silber vergoldet, Ankerkette, Länge: 40 bis 45cm, Anhänger mit einem weissen Zirkonia, 6-Griff Fassung, Karabinerverschluss, zwei Jahre GarantieReferenz: KE2210-414-14-L45VVerfügbar in der Bijouterie am Bogen in Bremgarten AG</p>",schmuck;colliers;thomas-sabo,schmuck,,,,Thomas Sabo,95,,,,,,39.6,1,false,,,132139,KE2210-414-14-L45V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-132138,PRODUCT,Thomas Sabo Jewellery Ohrstecker,false,"<p>gearbeitet in 925 Sterlingsilber vergoldet, Oberfläche: poliert, Rose, 2 Jahre GarantieReferenz: H2314-413-39Verfügbar in der Bijouterie am Bogen in Bremgarten AG</p>",schmuck;ohrschmuck;thomas-sabo,schmuck,,,,Thomas Sabo,69,,,,,,28.75,1,false,,,132138,H2314-413-39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-132137,PRODUCT,Thomas Sabo Jewellery Ohrstecker,false,"<p>gearbeitet in 925 Sterlingsilber vergoldet, Oberfläche: poliert, 2 Jahre GarantieReferenz: H2303-413-39Verfügbar in der Bijouterie am Bogen in Bremgarten AG</p>",schmuck;ohrschmuck;thomas-sabo,schmuck,,,,Thomas Sabo,115,,,,,,47.9,1,false,,,132137,H2303-413-39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-132114,PRODUCT,Thomas Sabo Jewellery Ohrstecker,false,"<p>gearbeitet in 925 Sterlingsilber vergoldet, Oberfläche: poliert, 2 Jahre GarantieReferenz: H2299-413-39Verfügbar in der Bijouterie am Bogen in Bremgarten AG</p>",schmuck;ohrschmuck;thomas-sabo,schmuck,,,,Thomas Sabo,265,,,,,,110.45,1,false,,,132114,H2299-413-39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-132113,PRODUCT,Thomas Sabo Jewellery Ohrhänger,false,"<p>gearbeitet in 925 Sterlingsilber, Oberfläche: poliert, 2 Jahre GarantieReferenz: H2299-001-21Verfügbar in der Bijouterie am Bogen in Bremgarten AG</p>",schmuck;ohrschmuck;thomas-sabo,,,,,Thomas Sabo,209,,,,,,87.1,1,false,,,132113,H2299-001-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-132112,PRODUCT,Thomas Sabo Jewellery Ohrhänger,false,"<p>gearbeitet in 925 Silber vergoldet, Oberfläche: poliert, mit weissen Zirkonia, 2 Jahre GarantieReferenz: H2287-414-14Verfügbar in der Bijouterie am Bogen in Bremgarten AG</p>",schmuck;ohrschmuck;thomas-sabo,schmuck,,,,Thomas Sabo,79,,,,,,32.9,1,false,,,132112,H2287-414-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-132106,PRODUCT,Thomas Sabo Jewellery Creolen,false,"<p>gearbeitet in 925 Silber, Oberfläche: poliert, mit weissen Zirkonia, zwei Jahre GarantieReferenz: CR730-051-14Verfügbar in der Bijouterie am Bogen in Bremgarten AG</p>",schmuck;ohrschmuck;thomas-sabo,schmuck,,,,Thomas Sabo,129,,,,,,53.75,1,false,,,132106,CR730-051-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-132105,PRODUCT,Thomas Sabo Jewellery Creolen,false,"<p>gearbeitet in 925 Silber vergoldet, Oberfläche: poliert, Durchmesser: 40mm, zwei Jahre GarantieReferenz: CR728-413-39Verfügbar in der Bijouterie am Bogen in Bremgarten AG</p>",schmuck;ohrschmuck;thomas-sabo,schmuck,,,,Thomas Sabo,79,,,,,,32.9,1,false,,,132105,CR728-413-39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-132103,PRODUCT,Thomas Sabo Jewellery Einzelne Creole mit Anhänger,false,"<p>gearbeitet in 925 Silber, Oberfläche: poliert, Durchmesser: 13.5mm, mit weissen Zirkonia, Anhänger: weisse Süsswasser Zuchtperle, zwei Jahre GarantieReferenz: CR702-167-14Verfügbar in der Bijouterie am Bogen in Bremgarten AG</p>",schmuck;ohrschmuck;thomas-sabo,schmuck,,,,Thomas Sabo,69,,,,,,28.75,2,false,,,132103,CR702-167-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-132100,PRODUCT,Thomas Sabo Jewellery Creolen,false,"<p>gearbeitet in 925 Silber, Oberfläche: poliert, Durchmesser: 50mm, Steckverschluss, zwei Jahre GarantieReferenz: CR641-001-21Verfügbar in der Bijouterie am Bogen in Bremgarten AG</p>",schmuck;ohrschmuck;thomas-sabo,schmuck,,,,Thomas Sabo,139,,,,,,57.9,1,false,,,132100,CR641-001-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-132099,PRODUCT,Thomas Sabo Jewellery Creolen,false,"<p>gearbeitet in 925 Silber vergoldet, Oberfläche: poliert, Durchmesser: 36mm, Steckverschluss, zwei Jahre GarantieReferenz: CR640-413-39Verfügbar in der Bijouterie am Bogen in Bremgarten AG</p>",schmuck;ohrschmuck;thomas-sabo,,,,,Thomas Sabo,139,,,,,,57.9,1,false,,,132099,CR640-413-39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-132098,PRODUCT,Thomas Sabo Jewellery Creolen,false,"<p>gearbeitet in 925 Silber, Oberfläche: poliert, Durchmesser: 36mm, Steckverschluss, zwei Jahre GarantieReferenz: CR640-001-21Verfügbar in der Bijouterie am Bogen in Bremgarten AG</p>",schmuck;ohrschmuck;thomas-sabo,schmuck,,,,Thomas Sabo,115,,,,,,47.9,1,false,,,132098,CR640-001-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-132095,PRODUCT,Thomas Sabo Jewellery Creolen,false,"<p>gearbeitet in 925 Silber vergoldet, Oberfläche: poliert, Durchmesser: 22mm, Steckverschluss, zwei Jahre GarantieReferenz: CR635-413-39Verfügbar in der Bijouterie am Bogen in Bremgarten AG</p>",schmuck;ohrschmuck;thomas-sabo,schmuck,,,,Thomas Sabo,98,,,,,,40.85,1,false,,,132095,CR635-413-39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-132093,PRODUCT,Thomas Sabo Jewellery Schlangenbracelet,false,"<p>gearbeitet in 925 Sterlingsilber, Schlangenkette, Länge: 16cm bis 19cm, Karabinerverschluss, 2 Jahre GarantieReferenz: A2169-001-21-L19VVerfügbar in der Bijouterie am Bogen in Bremgarten AG</p>",schmuck;bracelets;thomas-sabo,,,,,Thomas Sabo,79,,,,,,32.9,1,false,,,132093,A2169-001-21-L19V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-116101,PRODUCT,Thomas Sabo Karma Beads Armband Silber geschwärzt,false,"<p>925 Silber geschwärzt, Korderkette, Länge: 19cm, KarabinerReferenz: KA0006-637-21-L19vVerfügbar in der Bijouterie am Bogen in Bremgarten AG</p>",schmuck;bracelets;thomas-sabo,schmuck,,,,Thomas Sabo,49,,,,,,20.4,1,false,,,116101,KA0006-637-21-L19v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-113915,PRODUCT,Thomas Sabo Karma Beads Kette 925 Silber,false,"<p>925 Silber, Venezianer rund, Länge: 60cmReferenz: KK0001-001-12-L60Verfügbar in der Bijouterie am Bogen in Bremgarten AG</p>",schmuck;colliers;thomas-sabo,,,,,Thomas Sabo,109,,,,,,43.7,1,false,,,113915,KK0001-001-12-L60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-133445,PRODUCT,Thomas Sabo Charm Club Infinity,false,"<p>gearbeitet in 925 Silber, Oberfläche: poliert, mit weissen Zirkonia, mit einem Karabinerverschluss, zwei Jahre GarantieReferenz: 2171-051-21Verfügbar in der Bijouterie am Bogen in Bremgarten AG</p>",schmuck;beads-charms;thomas-sabo,schmuck,,,,Thomas Sabo,65,,,,,,25,1,false,,,133445,2171-051-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-131825,PRODUCT,ICE Watch learning,true,"<p>Gehäuse aus Kunststoff blau mit Stoffband blau mit Weltall, Zifferblatt blau mit hellblauen Zahlen, Durchmesser 32mm, Wasserdicht bis 3bar, 2 Jahre GarantieReferenz: 024 500Verfügbar in der Bijouterie Am Bogen in Bremgarten AG und in der Bijouterie Droz in Zofingen AG</p>",uhren;kinderuhren;ice-watch,,,,,ICE Watch,49,,,,,,19.6,2,false,,,131825,024 500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-131825,MEDIA,,,,,,6673aa_702e0def291d44f186f368bd7fe72f50~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-131825,MEDIA,,,,,,6673aa_c4b6a457ced14a3390e36df613c16198~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-131825,MEDIA,,,,,,6673aa_63de20e761fd496f8a68354bf99525cf~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-131825,MEDIA,,,,,,6673aa_de4f2352c68e4e7eb2d99d7bd1c7f143~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-132476,PRODUCT,Thomas Sabo Charm Club Bracelet,false,"<p>gearbeitet in 925 Silber, Oberfläche: poliert, Ankerkette, Länge: 19cm verstellbar, Ringverschluss, zwei Jahre GarantieReferenz: C1202-001-21-L19Verfügbar in der Bijouterie am Bogen in Bremgarten AG</p>",schmuck;bracelets;thomas-sabo,schmuck,,,,Thomas Sabo,98,,,,,,40.85,1,false,,,132476,C1202-001-21-L19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-130082,PRODUCT,ICE Watch learning,true,"<p>Gehäuse aus Kunststoff pink, Stoffband rosa mit Einhorn, Quartzwerk, Zifferblatt rosa, Durchmesser 32mm, Wasserdicht bis 3bar, 2 Jahre GarantieReferenz: 022 691Verfügbar in der Bijouterie Am Bogen in Bremgarten AG und in der Bijouterie Droz in Zofingen AG</p>",uhren;kinderuhren;ice-watch,uhren,,,,ICE Watch,49,,,,,,19.6,2,false,,,130082,022 691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-130082,MEDIA,,,,,,6673aa_e88c548ab75043b3b9fe74380755cd75~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-130082,MEDIA,,,,,,6673aa_d7f94c5f122140c8aa9b47535a1bba50~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-130082,MEDIA,,,,,,6673aa_431b4c85b6254ac7a800eef8a592a8ad~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-130082,MEDIA,,,,,,6673aa_175275c463ff449e87bd6e7ae8ae5bae~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-132391,PRODUCT,Thomas Sabo Charm Club Collier,false,"<p>gearbeitet in 925 Silber, Oberfläche: poliert, Ankerkette, Länge: 50cm verstellbar, Ringverschluss, zwei Jahre GarantieReferenz: C1206-001-21-L50Verfügbar in der Bijouterie am Bogen in Bremgarten AG</p>",schmuck;colliers;thomas-sabo,schmuck,,,,Thomas Sabo,185,,,,,,77.1,1,false,,,132391,C1206-001-21-L50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-132390,PRODUCT,Thomas Sabo Charm Club Bracelet,false,"<p>gearbeitet in 925 Silber / vergoldet, Oberfläche: poliert, Ankerkette, Länge: 19cm verstellbar, Ringverschluss, zwei Jahre GarantieReferenz: C1204-413-7-L19Verfügbar in der Bijouterie am Bogen in Bremgarten AG</p>",schmuck;bracelets;thomas-sabo,schmuck,,,,Thomas Sabo,159,,,,,,66.25,1,false,,,132390,C1204-413-7-L19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-132389,PRODUCT,Thomas Sabo Charm Club Bracelet,false,"<p>gearbeitet in 925 Silber vergoldet, Oberfläche: poliert, Ankerkette, Länge: 17cm verstellbar, Ringverschluss, zwei Jahre GarantieReferenz: C1202-413-39-L17Verfügbar in der Bijouterie am Bogen in Bremgarten AG</p>",schmuck;bracelets;thomas-sabo,schmuck,,,,Thomas Sabo,195,,,,,,81.25,1,false,,,132389,C1202-413-39-L17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-132294,PRODUCT,Thomas Sabo Charm Club Ankercollier,false,"<p>gearbeitet in 925 Silber vergoldet, Ankerkette, Oberfläche: poliert, Länge: 45cm verstellbar, Karabinerverschluss, zwei Jahre GarantieReferenz: KE2328-413-39-L45VVerfügbar in der Bijouterie am Bogen in Bremgarten AG</p>",schmuck;colliers;thomas-sabo,,,,,Thomas Sabo,115,,,,,,47.9,1,false,,,132294,KE2328-413-39-L45V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-132271,PRODUCT,Thomas Sabo Charm Club Singapurcollier,false,"<p>gearbeitet in 925 Silber vergoldet, Singapur, Länge: 40 bis 45cm, Karabinerverschluss, zwei Jahre GarantieReferenz: KE2284-413-39-L45VVerfügbar in der Bijouterie am Bogen in Bremgarten AG</p>",schmuck;colliers;thomas-sabo,schmuck,,,,Thomas Sabo,95,,,,,,39.6,1,false,,,132271,KE2284-413-39-L45V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-130219,PRODUCT,ICE Watch Horizon,true,"<p>Gehäuse und Band aus Kunststoff rosa, Quartzwerk, Zifferblatt rosa / gelb / blau, Durchmesser 28mm, Wasserdicht bis 10bar, zwei Jahre GarantieReferenz: 021 432Verfügbar in der Bijouterie am Bogen in Bremgarten AG</p>",uhren;kinderuhren;ice-watch,uhren,,,,ICE Watch,89,,,,,,35.6,1,false,,,130219,021 432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-130219,MEDIA,,,,,,6673aa_e8dc491c9991442ebafbf815e90fd1f5~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-130219,MEDIA,,,,,,6673aa_805aab624d81471a938674ea7ba356e8~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-130219,MEDIA,,,,,,6673aa_2da86558523442e982cb94564dbed323~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-130219,MEDIA,,,,,,6673aa_317b125f89864b5c84ab5ecb3755d7ef~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-132267,PRODUCT,Thomas Sabo Charm Club Bracelet,false,"<p>gearbeitet in 925 Sterlingsilber, Figaro, Länge: 16cm - 19cm, mit einem Karabinerverschluss, zwei Jahre GarantieReferenz: A2207-001-21-L19VVerfügbar in der Bijouterie am Bogen in Bremgarten AG</p>",schmuck;bracelets;thomas-sabo,,,,,Thomas Sabo,22,,,,,,9.15,1,false,,,132267,A2207-001-21-L19V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-132266,PRODUCT,Thomas Sabo Charm Club Bracelet,false,"<p>gearbeitet in 925 Sterlingsilber, Ankerkette, Länge: 19cm verstellbar, mit einem Karabinerverschluss, zwei Jahre GarantieReferenz: A2206-001-21-L19VVerfügbar in der Bijouterie am Bogen in Bremgarten AG</p>",schmuck;bracelets;thomas-sabo,schmuck,,,,Thomas Sabo,35,,,,,,14.6,1,false,,,132266,A2206-001-21-L19V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-126875,PRODUCT,ICE Watch Digit,true,"<p>Gehäuse und Band aus Silikon blau mit grün, Digital Uhr, Stopp Funktion und ein Alarm, Quarzwerk, Durchmesser 35mm, Wasserdicht bis 10bar, zwei Jahre GarantieReferenz: 021 006Verfügbar in der Bijouterie am Bogen in Bremgarten AG</p>",uhren;kinderuhren;ice-watch,uhren,,,,ICE Watch,69,,,,,,27.6,1,false,,,126875,021 006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-126875,MEDIA,,,,,,6673aa_d32bceac001a4701bfa9aeecb1a76e5d~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-126875,MEDIA,,,,,,6673aa_d1ba19a681334564879c95ffb10b18fa~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-126875,MEDIA,,,,,,6673aa_22fbdf90f8924fcf98fb5f933427cac5~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-126875,MEDIA,,,,,,6673aa_402b0827f1bf44e68d86802bde32a20d~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-126818,PRODUCT,ICE Watch Digit,true,"<p>Gehäuse und Band aus Silikon schwarz mit rot, Digital Uhr, Stopp Funktion und ein Alarm, Quarzwerk, Durchmesser 35mm, Wasserdicht bis 10bar, zwei Jahre GarantieReferenz: 021 007Verfügbar in der Bijouterie am Bogen in Bremgarten AG</p>",uhren;kinderuhren;ice-watch,uhren,,,,ICE Watch,69,,,,,,27.6,1,false,,,126818,021 007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-126818,MEDIA,,,,,,6673aa_74af568f572f4d3b990636888100dca8~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-126818,MEDIA,,,,,,6673aa_34220a3d4fd448a1a66a1adb7476c052~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-126818,MEDIA,,,,,,6673aa_029dba09560d460ab5d223befb23babc~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-126818,MEDIA,,,,,,6673aa_9b0cb46a694b44d784aee6951b12cabf~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-132110,PRODUCT,Thomas Sabo Charm Club Einzelner Ohrstecker,false,"<p>gearbeitet in 925 Sterlingsilber, mit einem weissen Zirkonia, 2 Jahre GarantieReferenz: H2147-051-14Verfügbar in der Bijouterie am Bogen in Bremgarten AG</p>",schmuck;ohrschmuck;thomas-sabo,schmuck,,,,Thomas Sabo,22,,,,,,9.15,2,false,,,132110,H2147-051-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-131565,PRODUCT,ICE Watch Glam,true,"<p>Gehäuse und Band aus Silikon weiss / Edelstahl PVD rosé, Quarzwerk, Zifferblatt weiss, Durchmesser 37mm, Wasserdicht bis 10bar, 2 Jahre GarantieReferenz: 024 522Verfügbar in der Bijouterie am Bogen in Bremgarten AG</p>",uhren;damenuhren;ice-watch,uhren,,,,ICE Watch,119,,,,,,47.6,1,false,,,131565,024 522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-131565,MEDIA,,,,,,6673aa_71cc6931df844c3ca1f6a54a882e6d46~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-131565,MEDIA,,,,,,6673aa_e11adbad63f844a897195c9d4e12d685~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-131565,MEDIA,,,,,,6673aa_26fd37bce7fb46adadeb13185485e213~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-131565,MEDIA,,,,,,6673aa_edd33fe364764261ac2729b36e1b993f~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-131564,PRODUCT,ICE Watch Glam,true,"<p>Gehäuse und Band aus Silikon schwarz / Edelstahl PVD rosé, Quarzwerk, Zifferblatt schwarz, Durchmesser 37mm, Wasserdicht bis 10bar, 2 Jahre GarantieReferenz: 024 521Verfügbar in der Bijouterie am Bogen in Bremgarten AG</p>",uhren;damenuhren;ice-watch,uhren,,,,ICE Watch,119,,,,,,47.6,1,false,,,131564,024 521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-131564,MEDIA,,,,,,6673aa_9522b1abbe86433a926f7ea0278eba90~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-131564,MEDIA,,,,,,6673aa_c7329e1c03d4420681bf7b626903edd8~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
